date,port,species,weight_kg,price_per_kg_usd
2024-11-12,Kingstown,tuna,74.1,13.76
2024-11-12,Saint George's,snapper,113.1,8.56
2024-11-12,Saint George's,lobster,23.1,29.26
2024-11-12,Saint George's,kingfish,50.2,11.3
2024-11-12,Saint George's,mahi mahi,79.1,12.66
2024-11-12,Saint George's,lionfish,9.0,7.48
2024-11-12,Saint George's,tuna,73.9,14.25
2024-11-12,Roseau,snapper,83.8,8.39
2024-11-12,Roseau,lobster,29.6,30.91
2024-11-12,Roseau,kingfish,70.9,11.45
2024-11-12,Roseau,mahi mahi,74.3,11.41
2024-11-12,Roseau,lionfish,14.5,5.9
2024-11-12,Roseau,tuna,127.1,13.41
2024-11-12,Saint John's,snapper,70.5,9.45
2024-11-12,Saint John's,lobster,39.6,30.75
2024-11-12,Saint John's,kingfish,57.6,10.03
2024-11-12,Saint John's,mahi mahi,79.1,13.21
2024-11-12,Saint John's,lionfish,15.1,5.42
2024-11-12,Saint John's,tuna,85.1,13.53
2024-11-13,Castries,snapper,90.9,9.05
2024-11-13,Castries,lobster,25.9,28.82
2024-11-13,Castries,kingfish,58.7,11.12
2024-11-13,Castries,mahi mahi,114.7,10.4
2024-11-13,Castries,lionfish,11.9,5.64
2024-11-13,Castries,tuna,86.3,14.05
2024-11-13,Soufriere,snapper,75.3,8.55
2024-11-13,Soufriere,lobster,32.3,31.42
2024-11-13,Soufriere,kingfish,73.7,9.86
2024-11-13,Soufriere,mahi mahi,54.8,11.77
2024-11-13,Soufriere,lionfish,11.5,6.08
2024-11-13,Soufriere,tuna,99.8,14.01
2024-11-13,Kingstown,snapper,82.2,8.01
2024-11-13,Kingstown,lobster,33.5,28.17
2024-11-13,Kingstown,kingfish,47.0,10.99
2024-11-13,Kingstown,mahi mahi,82.8,10.81
2024-11-13,Kingstown,lionfish,12.3,4.78
2024-11-13,Kingstown,tuna,97.2,13.05
2024-11-13,Saint George's,snapper,79.4,7.35
2024-11-13,Saint George's,lobster,26.0,29.52
2024-11-13,Saint George's,kingfish,61.1,11.74
2024-11-13,Saint George's,mahi mahi,70.0,13.74
2024-11-13,Saint George's,lionfish,13.7,6.62
2024-11-13,Saint George's,tuna,117.4,12.61
2024-11-13,Roseau,snapper,55.2,9.24
2024-11-13,Roseau,lobster,29.5,30.37
2024-11-13,Roseau,kingfish,53.6,11.07
2024-11-13,Roseau,mahi mahi,85.6,10.98
2024-11-13,Roseau,lionfish,16.0,6.82
2024-11-13,Roseau,tuna,119.4,13.84
2024-11-13,Saint John's,snapper,120.6,10.15
2024-11-13,Saint John's,lobster,27.3,28.92
2024-11-13,Saint John's,kingfish,71.6,12.87
2024-11-13,Saint John's,mahi mahi,85.3,10.87
2024-11-13,Saint John's,lionfish,10.9,4.39
2024-11-13,Saint John's,tuna,86.8,14.78
2024-11-14,Castries,snapper,93.9,7.04
2024-11-14,Castries,lobster,31.2,30.73
2024-11-14,Castries,kingfish,66.1,10.93
2024-11-14,Castries,mahi mahi,80.6,12.86
2024-11-14,Castries,lionfish,15.8,6.83
2024-11-14,Castries,tuna,124.0,13.18
2024-11-14,Soufriere,snapper,68.4,7.24
2024-11-14,Soufriere,lobster,30.8,29.15
2024-11-14,Soufriere,kingfish,63.1,9.71
2024-11-14,Soufriere,mahi mahi,79.6,13.28
2024-11-14,Soufriere,lionfish,11.0,7.85
2024-11-14,Soufriere,tuna,79.1,13.19
2024-11-14,Kingstown,snapper,36.0,11.44
2024-11-14,Kingstown,lobster,34.7,28.96
2024-11-14,Kingstown,kingfish,91.3,11.15
2024-11-14,Kingstown,mahi mahi,80.4,11.96
2024-11-14,Kingstown,lionfish,9.7,6.79
2024-11-14,Kingstown,tuna,77.7,12.05
2024-11-14,Saint George's,snapper,89.7,9.65
2024-11-14,Saint George's,lobster,27.2,30.63
2024-11-14,Saint George's,kingfish,55.6,9.35
2024-11-14,Saint George's,mahi mahi,72.8,12.25
2024-11-14,Saint George's,lionfish,9.5,6.85
2024-11-14,Saint George's,tuna,138.4,13.86
2024-11-14,Roseau,snapper,107.7,7.89
2024-11-14,Roseau,lobster,31.0,29.12
2024-11-14,Roseau,kingfish,46.3,10.91
2024-11-14,Roseau,mahi mahi,108.1,12.2
2024-11-14,Roseau,lionfish,9.1,5.53
2024-11-14,Roseau,tuna,87.5,15.0
2024-11-14,Saint John's,snapper,51.8,7.9
2024-11-14,Saint John's,lobster,30.0,29.91
2024-11-14,Saint John's,kingfish,60.2,12.07
2024-11-14,Saint John's,mahi mahi,82.8,10.27
2024-11-14,Saint John's,lionfish,5.3,5.68
2024-11-14,Saint John's,tuna,99.4,15.03
2024-11-15,Castries,snapper,100.3,8.19
2024-11-15,Castries,lobster,23.4,29.41
2024-11-15,Castries,kingfish,51.4,9.24
2024-11-15,Castries,mahi mahi,55.9,11.0
2024-11-15,Castries,lionfish,8.4,5.64
2024-11-15,Castries,tuna,106.4,14.01
2024-11-15,Soufriere,snapper,98.6,8.04
2024-11-15,Soufriere,lobster,35.3,31.92
2024-11-15,Soufriere,kingfish,59.2,10.47
2024-11-15,Soufriere,mahi mahi,80.5,12.28
2024-11-15,Soufriere,lionfish,9.7,5.98
2024-11-15,Soufriere,tuna,106.0,13.63
2024-11-15,Kingstown,snapper,76.3,9.24
2024-11-15,Kingstown,lobster,39.1,30.92
2024-11-15,Kingstown,kingfish,52.3,8.92
2024-11-15,Kingstown,mahi mahi,77.6,11.79
2024-11-15,Kingstown,lionfish,12.6,6.7
2024-11-15,Kingstown,tuna,117.2,13.92
2024-11-15,Saint George's,snapper,112.9,9.05
2024-11-15,Saint George's,lobster,28.5,31.28
2024-11-15,Saint George's,kingfish,70.1,11.07
2024-11-15,Saint George's,mahi mahi,66.7,12.72
2024-11-15,Saint George's,lionfish,6.6,6.4
2024-11-15,Saint George's,tuna,75.8,12.57
2024-11-15,Roseau,snapper,117.1,9.99
2024-11-15,Roseau,lobster,26.1,30.14
2024-11-15,Roseau,kingfish,47.0,10.64
2024-11-15,Roseau,mahi mahi,74.6,11.19
2024-11-15,Roseau,lionfish,6.7,4.67
2024-11-15,Roseau,tuna,82.8,13.8
2024-11-15,Saint John's,snapper,95.4,8.76
2024-11-15,Saint John's,lobster,36.6,28.21
2024-11-15,Saint John's,kingfish,27.7,9.96
2024-11-15,Saint John's,mahi mahi,77.5,12.56
2024-11-15,Saint John's,lionfish,4.7,6.85
2024-11-15,Saint John's,tuna,121.5,15.07
2024-11-16,Castries,snapper,91.3,7.72
2024-11-16,Castries,lobster,34.9,30.28
2024-11-16,Castries,kingfish,57.3,9.96
2024-11-16,Castries,mahi mahi,80.9,14.21
2024-11-16,Castries,lionfish,6.3,5.89
2024-11-16,Castries,tuna,110.3,13.42
2024-11-16,Soufriere,snapper,94.1,8.4
2024-11-16,Soufriere,lobster,36.4,28.92
2024-11-16,Soufriere,kingfish,53.1,10.58
2024-11-16,Soufriere,mahi mahi,55.8,12.36
2024-11-16,Soufriere,lionfish,9.1,6.48
2024-11-16,Soufriere,tuna,85.8,14.33
2024-11-16,Kingstown,snapper,81.9,9.6
2024-11-16,Kingstown,lobster,30.2,28.64
2024-11-16,Kingstown,kingfish,44.2,10.63
2024-11-16,Kingstown,mahi mahi,61.3,13.83
2024-11-16,Kingstown,lionfish,10.6,6.4
2024-11-16,Kingstown,tuna,121.9,14.05
2024-11-16,Saint George's,snapper,92.0,7.52
2024-11-16,Saint George's,lobster,24.5,30.22
2024-11-16,Saint George's,kingfish,75.4,10.74
2024-11-16,Saint George's,mahi mahi,55.4,12.78
2024-11-16,Saint George's,lionfish,13.0,8.55
2024-11-16,Saint George's,tuna,75.3,15.26
2024-11-16,Roseau,snapper,71.4,10.27
2024-11-16,Roseau,lobster,38.7,31.58
2024-11-16,Roseau,kingfish,65.7,9.24
2024-11-16,Roseau,mahi mahi,89.3,10.44
2024-11-16,Roseau,lionfish,9.5,5.33
2024-11-16,Roseau,tuna,114.8,13.95
2024-11-16,Saint John's,snapper,90.9,9.6
2024-11-16,Saint John's,lobster,30.6,29.07
2024-11-16,Saint John's,kingfish,55.4,9.61
2024-11-16,Saint John's,mahi mahi,98.4,12.87
2024-11-16,Saint John's,lionfish,9.4,5.03
2024-11-16,Saint John's,tuna,119.1,13.7
2024-11-17,Castries,snapper,75.5,9.96
2024-11-17,Castries,lobster,22.0,29.73
2024-11-17,Castries,kingfish,65.1,12.57
2024-11-17,Castries,mahi mahi,69.2,10.74
2024-11-17,Castries,lionfish,13.5,5.4
2024-11-17,Castries,tuna,96.9,14.16
2024-11-17,Soufriere,snapper,77.3,8.45
2024-11-17,Soufriere,lobster,33.9,27.59
2024-11-17,Soufriere,kingfish,38.0,9.63
2024-11-17,Soufriere,mahi mahi,58.7,12.4
2024-11-17,Soufriere,lionfish,8.9,3.88
2024-11-17,Soufriere,tuna,132.3,14.12
2024-11-17,Kingstown,snapper,98.9,10.48
2024-11-17,Kingstown,lobster,31.5,29.25
2024-11-17,Kingstown,kingfish,72.7,10.93
2024-11-17,Kingstown,mahi mahi,67.0,11.43
2024-11-17,Kingstown,lionfish,13.1,7.6
2024-11-17,Kingstown,tuna,121.0,13.21
2024-11-17,Saint George's,snapper,114.5,9.72
2024-11-17,Saint George's,lobster,21.7,30.37
2024-11-17,Saint George's,kingfish,47.0,11.11
2024-11-17,Saint George's,mahi mahi,74.6,12.09
2024-11-17,Saint George's,lionfish,14.9,5.55
2024-11-17,Saint George's,tuna,155.4,13.78
2024-11-17,Roseau,snapper,56.7,10.82
2024-11-17,Roseau,lobster,25.8,30.14
2024-11-17,Roseau,kingfish,78.5,11.16
2024-11-17,Roseau,mahi mahi,76.1,12.72
2024-11-17,Roseau,lionfish,12.3,7.47
2024-11-17,Roseau,tuna,119.7,14.34
2024-11-17,Saint John's,snapper,73.5,8.68
2024-11-17,Saint John's,lobster,29.1,26.84
2024-11-17,Saint John's,kingfish,65.2,8.74
2024-11-17,Saint John's,mahi mahi,60.7,9.27
2024-11-17,Saint John's,lionfish,10.2,7.28
2024-11-17,Saint John's,tuna,118.2,13.96
2024-11-18,Castries,snapper,93.5,9.49
2024-11-18,Castries,lobster,23.0,30.88
2024-11-18,Castries,kingfish,57.0,12.69
2024-11-18,Castries,mahi mahi,86.8,11.73
2024-11-18,Castries,lionfish,10.5,7.2
2024-11-18,Castries,tuna,99.9,13.57
2024-11-18,Soufriere,snapper,74.6,8.59
2024-11-18,Soufriere,lobster,30.1,29.97
2024-11-18,Soufriere,kingfish,44.7,11.07
2024-11-18,Soufriere,mahi mahi,69.5,12.55
2024-11-18,Soufriere,lionfish,9.4,5.44
2024-11-18,Soufriere,tuna,123.0,14.89
2024-11-18,Kingstown,snapper,98.6,8.03
2024-11-18,Kingstown,lobster,32.1,28.57
2024-11-18,Kingstown,kingfish,57.5,10.01
2024-11-18,Kingstown,mahi mahi,73.8,11.59
2024-11-18,Kingstown,lionfish,9.5,6.05
2024-11-18,Kingstown,tuna,135.8,12.62
2024-11-18,Saint George's,snapper,61.9,7.59
2024-11-18,Saint George's,lobster,28.9,30.75
2024-11-18,Saint George's,kingfish,63.0,13.18
2024-11-18,Saint George's,mahi mahi,93.4,12.34
2024-11-18,Saint George's,lionfish,12.8,7.27
2024-11-18,Saint George's,tuna,130.5,12.36
2024-11-18,Roseau,snapper,73.8,9.05
2024-11-18,Roseau,lobster,34.7,30.22
2024-11-18,Roseau,kingfish,57.0,9.34
2024-11-18,Roseau,mahi mahi,91.2,12.31
2024-11-18,Roseau,lionfish,13.2,5.81
2024-11-18,Roseau,tuna,85.5,14.44
2024-11-18,Saint John's,snapper,77.1,10.62
2024-11-18,Saint John's,lobster,32.7,29.66
2024-11-18,Saint John's,kingfish,95.7,9.24
2024-11-18,Saint John's,mahi mahi,84.9,13.29
2024-11-18,Saint John's,lionfish,13.7,6.25
2024-11-18,Saint John's,tuna,121.5,16.01
2024-11-19,Castries,snapper,135.7,8.57
2024-11-19,Castries,lobster,23.1,29.69
2024-11-19,Castries,kingfish,71.2,10.61
2024-11-19,Castries,mahi mahi,68.9,12.34
2024-11-19,Castries,lionfish,11.0,5.27
2024-11-19,Castries,tuna,164.2,13.21
2024-11-19,Soufriere,snapper,64.1,9.05
2024-11-19,Soufriere,lobster,27.1,30.57
2024-11-19,Soufriere,kingfish,37.6,12.92
2024-11-19,Soufriere,mahi mahi,82.9,13.53
2024-11-19,Soufriere,lionfish,10.4,6.43
2024-11-19,Soufriere,tuna,58.8,14.21
2024-11-19,Kingstown,snapper,66.4,8.46
2024-11-19,Kingstown,lobster,39.1,30.95
2024-11-19,Kingstown,kingfish,68.1,11.6
2024-11-19,Kingstown,mahi mahi,92.2,11.59
2024-11-19,Kingstown,lionfish,10.9,6.72
2024-11-19,Kingstown,tuna,49.6,14.2
2024-11-19,Saint George's,snapper,88.4,9.48
2024-11-19,Saint George's,lobster,29.2,30.99
2024-11-19,Saint George's,kingfish,62.5,10.74
2024-11-19,Saint George's,mahi mahi,64.2,11.85
2024-11-19,Saint George's,lionfish,9.9,4.85
2024-11-19,Saint George's,tuna,110.4,13.65
2024-11-19,Roseau,snapper,91.3,7.61
2024-11-19,Roseau,lobster,25.0,31.32
2024-11-19,Roseau,kingfish,30.8,12.84
2024-11-19,Roseau,mahi mahi,76.7,12.06
2024-11-19,Roseau,lionfish,11.2,4.64
2024-11-19,Roseau,tuna,84.7,13.8
2024-11-19,Saint John's,snapper,76.6,8.91
2024-11-19,Saint John's,lobster,21.1,29.82
2024-11-19,Saint John's,kingfish,58.6,8.2
2024-11-19,Saint John's,mahi mahi,55.3,11.28
2024-11-19,Saint John's,lionfish,10.7,6.46
2024-11-19,Saint John's,tuna,138.4,15.03
2024-11-20,Castries,snapper,98.2,9.48
2024-11-20,Castries,lobster,20.9,30.05
2024-11-20,Castries,kingfish,43.8,10.38
2024-11-20,Castries,mahi mahi,77.9,10.49
2024-11-20,Castries,lionfish,10.7,7.56
2024-11-20,Castries,tuna,123.8,13.56
2024-11-20,Soufriere,snapper,84.6,7.69
2024-11-20,Soufriere,lobster,29.1,28.59
2024-11-20,Soufriere,kingfish,43.5,9.88
2024-11-20,Soufriere,mahi mahi,83.1,13.01
2024-11-20,Soufriere,lionfish,12.3,5.5
2024-11-20,Soufriere,tuna,110.1,14.09
2024-11-20,Kingstown,snapper,77.3,11.3
2024-11-20,Kingstown,lobster,26.3,29.99
2024-11-20,Kingstown,kingfish,58.0,11.94
2024-11-20,Kingstown,mahi mahi,93.6,12.3
2024-11-20,Kingstown,lionfish,15.7,6.3
2024-11-20,Kingstown,tuna,124.7,14.01
2024-11-20,Saint George's,snapper,110.0,9.06
2024-11-20,Saint George's,lobster,31.7,31.28
2024-11-20,Saint George's,kingfish,78.6,9.57
2024-11-20,Saint George's,mahi mahi,64.0,10.25
2024-11-20,Saint George's,lionfish,9.8,5.42
2024-11-20,Saint George's,tuna,118.2,16.95
2024-11-20,Roseau,snapper,78.6,10.9
2024-11-20,Roseau,lobster,31.8,29.84
2024-11-20,Roseau,kingfish,77.0,10.22
2024-11-20,Roseau,mahi mahi,66.0,10.88
2024-11-20,Roseau,lionfish,17.0,5.55
2024-11-20,Roseau,tuna,95.4,13.11
2024-11-20,Saint John's,snapper,101.0,9.07
2024-11-20,Saint John's,lobster,38.0,30.12
2024-11-20,Saint John's,kingfish,58.4,10.1
2024-11-20,Saint John's,mahi mahi,76.1,11.19
2024-11-20,Saint John's,lionfish,10.9,5.57
2024-11-20,Saint John's,tuna,131.3,14.63
2024-11-21,Castries,snapper,82.2,9.94
2024-11-21,Castries,lobster,29.1,30.72
2024-11-21,Castries,kingfish,71.2,9.81
2024-11-21,Castries,mahi mahi,86.9,13.96
2024-11-21,Castries,lionfish,14.6,6.87
2024-11-21,Castries,tuna,96.4,14.1
2024-11-21,Soufriere,snapper,88.8,9.48
2024-11-21,Soufriere,lobster,19.9,29.7
2024-11-21,Soufriere,kingfish,53.0,9.5
2024-11-21,Soufriere,mahi mahi,55.9,11.85
2024-11-21,Soufriere,lionfish,11.7,7.94
2024-11-21,Soufriere,tuna,126.2,14.64
2024-11-21,Kingstown,snapper,89.8,10.44
2024-11-21,Kingstown,lobster,29.5,30.92
2024-11-21,Kingstown,kingfish,73.7,11.5
2024-11-21,Kingstown,mahi mahi,77.7,12.04
2024-11-21,Kingstown,lionfish,13.5,7.36
2024-11-21,Kingstown,tuna,101.4,13.53
2024-11-21,Saint George's,snapper,111.0,8.34
2024-11-21,Saint George's,lobster,32.0,31.23
2024-11-21,Saint George's,kingfish,69.3,11.17
2024-11-21,Saint George's,mahi mahi,79.7,13.44
2024-11-21,Saint George's,lionfish,12.8,5.52
2024-11-21,Saint George's,tuna,93.9,15.52
2024-11-21,Roseau,snapper,69.1,8.58
2024-11-21,Roseau,lobster,44.1,30.38
2024-11-21,Roseau,kingfish,38.6,11.69
2024-11-21,Roseau,mahi mahi,61.4,11.93
2024-11-21,Roseau,lionfish,11.8,5.05
2024-11-21,Roseau,tuna,109.8,14.33
2024-11-21,Saint John's,snapper,112.0,7.33
2024-11-21,Saint John's,lobster,32.5,31.04
2024-11-21,Saint John's,kingfish,67.1,10.55
2024-11-21,Saint John's,mahi mahi,56.2,10.4
2024-11-21,Saint John's,lionfish,10.4,6.76
2024-11-21,Saint John's,tuna,78.7,14.41
2024-11-22,Castries,snapper,86.3,9.19
2024-11-22,Castries,lobster,36.8,29.88
2024-11-22,Castries,kingfish,74.8,10.81
2024-11-22,Castries,mahi mahi,73.3,11.72
2024-11-22,Castries,lionfish,12.4,5.1
2024-11-22,Castries,tuna,87.1,13.66
2024-11-22,Soufriere,snapper,77.7,10.54
2024-11-22,Soufriere,lobster,28.3,29.93
2024-11-22,Soufriere,kingfish,56.1,10.71
2024-11-22,Soufriere,mahi mahi,71.5,12.2
2024-11-22,Soufriere,lionfish,16.9,5.8
2024-11-22,Soufriere,tuna,84.4,13.19
2024-11-22,Kingstown,snapper,103.8,8.64
2024-11-22,Kingstown,lobster,44.1,28.56
2024-11-22,Kingstown,kingfish,77.0,9.85
2024-11-22,Kingstown,mahi mahi,86.2,14.28
2024-11-22,Kingstown,lionfish,13.8,6.05
2024-11-22,Kingstown,tuna,133.0,13.41
2024-11-22,Saint George's,snapper,91.2,8.97
2024-11-22,Saint George's,lobster,20.3,29.91
2024-11-22,Saint George's,kingfish,55.7,12.65
2024-11-22,Saint George's,mahi mahi,65.9,12.56
2024-11-22,Saint George's,lionfish,11.8,4.76
2024-11-22,Saint George's,tuna,167.0,13.91
2024-11-22,Roseau,snapper,52.8,9.76
2024-11-22,Roseau,lobster,24.8,28.7
2024-11-22,Roseau,kingfish,51.9,10.67
2024-11-22,Roseau,mahi mahi,78.9,13.81
2024-11-22,Roseau,lionfish,9.8,4.59
2024-11-22,Roseau,tuna,75.4,12.53
2024-11-22,Saint John's,snapper,69.8,8.65
2024-11-22,Saint John's,lobster,20.3,29.02
2024-11-22,Saint John's,kingfish,48.1,10.07
2024-11-22,Saint John's,mahi mahi,64.3,12.51
2024-11-22,Saint John's,lionfish,14.6,4.27
2024-11-22,Saint John's,tuna,106.4,16.46
2024-12-23,Castries,snapper,91.7,7.31
2024-12-23,Castries,lobster,30.3,29.54
2024-12-23,Castries,kingfish,56.0,9.85
2024-12-23,Castries,mahi mahi,78.1,11.89
2024-12-23,Castries,lionfish,10.0,6.42
2024-12-23,Castries,tuna,107.9,15.45
2024-12-23,Soufriere,snapper,78.8,11.18
2024-12-23,Soufriere,lobster,26.0,29.12
2024-12-23,Soufriere,kingfish,64.0,11.37
2024-12-23,Soufriere,mahi mahi,84.9,12.26
2024-12-23,Soufriere,lionfish,13.4,5.03
2024-12-23,Soufriere,tuna,108.0,16.04
2024-12-23,Kingstown,snapper,111.3,8.78
2024-12-23,Kingstown,lobster,31.1,30.87
2024-12-23,Kingstown,kingfish,65.2,9.97
2024-12-23,Kingstown,mahi mahi,71.0,10.43
2024-12-23,Kingstown,lionfish,16.1,4.63
2024-12-23,Kingstown,tuna,107.0,14.23
2024-12-23,Saint George's,snapper,91.3,8.85
2024-12-23,Saint George's,lobster,35.0,29.16
2024-12-23,Saint George's,kingfish,58.9,12.09
2024-12-23,Saint George's,mahi mahi,50.8,11.58
2024-12-23,Saint George's,lionfish,15.5,4.57
2024-12-23,Saint George's,tuna,99.4,12.66
2024-12-23,Roseau,snapper,47.8,8.51
2024-12-23,Roseau,lobster,24.2,28.44
2024-12-23,Roseau,kingfish,43.4,11.6
2024-12-23,Roseau,mahi mahi,81.9,11.31
2024-12-23,Roseau,lionfish,9.0,5.01
2024-12-23,Roseau,tuna,94.9,13.81
2024-12-23,Saint John's,snapper,86.3,8.54
2024-12-23,Saint John's,lobster,29.4,31.04
2024-12-23,Saint John's,kingfish,67.4,11.0
2024-12-23,Saint John's,mahi mahi,61.7,10.11
2024-12-23,Saint John's,lionfish,14.8,6.81
2024-12-23,Saint John's,tuna,103.2,14.34
2024-12-24,Castries,snapper,104.8,9.27
2024-12-24,Castries,lobster,35.7,28.85
2024-12-24,Castries,kingfish,54.8,10.79
2024-12-24,Castries,mahi mahi,54.0,12.4
2024-12-24,Castries,lionfish,14.7,5.68
2024-12-24,Castries,tuna,98.6,13.66
2024-12-24,Soufriere,snapper,108.4,9.95
2024-12-24,Soufriere,lobster,30.9,29.64
2024-12-24,Soufriere,kingfish,75.0,11.1
2024-12-24,Soufriere,mahi mahi,65.9,11.58
2024-12-24,Soufriere,lionfish,11.2,5.99
2024-12-24,Soufriere,tuna,96.7,15.03
2024-12-24,Kingstown,snapper,86.5,9.32
2024-12-24,Kingstown,lobster,29.5,29.01
2024-12-24,Kingstown,kingfish,61.6,11.19
2024-12-24,Kingstown,mahi mahi,99.9,12.25
2024-12-24,Kingstown,lionfish,16.6,5.88
2024-12-24,Kingstown,tuna,120.0,15.97
2024-12-24,Saint George's,snapper,88.7,8.53
2024-12-24,Saint George's,lobster,32.4,28.52
2024-12-24,Saint George's,kingfish,42.8,9.98
2024-12-24,Saint George's,mahi mahi,32.4,12.64
2024-12-24,Saint George's,lionfish,10.0,5.73
2024-12-24,Saint George's,tuna,95.6,14.55
2024-12-24,Roseau,snapper,80.0,9.83
2024-12-24,Roseau,lobster,17.5,31.75
2024-12-24,Roseau,kingfish,62.1,11.04
2024-12-24,Roseau,mahi mahi,78.6,10.06
2024-12-24,Roseau,lionfish,9.2,5.46
2024-12-24,Roseau,tuna,115.4,15.12
2024-12-24,Saint John's,snapper,60.6,7.22
2024-12-24,Saint John's,lobster,37.0,28.76
2024-12-24,Saint John's,kingfish,56.5,12.01
2024-12-24,Saint John's,mahi mahi,51.2,11.01
2024-12-24,Saint John's,lionfish,12.3,6.5
2024-12-24,Saint John's,tuna,116.5,12.51
2024-12-25,Castries,snapper,68.5,7.01
2024-12-25,Castries,lobster,27.8,30.08
2024-12-25,Castries,kingfish,64.3,10.45
2024-12-25,Castries,mahi mahi,71.1,11.36
2024-12-25,Castries,lionfish,9.7,7.66
2024-12-25,Castries,tuna,91.1,11.69
2024-12-25,Soufriere,snapper,57.0,9.3
2024-12-25,Soufriere,lobster,32.5,29.42
2024-12-25,Soufriere,kingfish,70.3,12.21
2024-12-25,Soufriere,mahi mahi,86.9,12.24
2024-12-25,Soufriere,lionfish,8.8,6.59
2024-12-25,Soufriere,tuna,119.6,12.71
2024-12-25,Kingstown,snapper,110.7,10.08
2024-12-25,Kingstown,lobster,34.2,29.02
2024-12-25,Kingstown,kingfish,61.8,10.7
2024-12-25,Kingstown,mahi mahi,123.2,9.96
2024-12-25,Kingstown,lionfish,8.8,7.25
2024-12-25,Kingstown,tuna,102.5,13.66
2024-12-25,Saint George's,snapper,91.7,7.74
2024-12-25,Saint George's,lobster,23.5,29.39
2024-12-25,Saint George's,kingfish,59.5,9.4
2024-12-25,Saint George's,mahi mahi,73.1,11.23
2024-12-25,Saint George's,lionfish,13.5,5.06
2024-12-25,Saint George's,tuna,179.7,12.64
2024-12-25,Roseau,snapper,105.0,10.58
2024-12-25,Roseau,lobster,40.2,27.63
2024-12-25,Roseau,kingfish,54.8,11.3
2024-12-25,Roseau,mahi mahi,71.5,13.51
2024-12-25,Roseau,lionfish,12.8,6.2
2024-12-25,Roseau,tuna,139.6,14.64
2024-12-25,Saint John's,snapper,121.5,9.61
2024-12-25,Saint John's,lobster,25.8,30.63
2024-12-25,Saint John's,kingfish,73.1,9.89
2024-12-25,Saint John's,mahi mahi,88.0,14.18
2024-12-25,Saint John's,lionfish,10.9,5.21
2024-12-25,Saint John's,tuna,91.6,15.05
2024-12-26,Castries,snapper,96.9,9.74
2024-12-26,Castries,lobster,34.4,30.63
2024-12-26,Castries,kingfish,52.4,8.68
2024-12-26,Castries,mahi mahi,83.8,12.7
2024-12-26,Castries,lionfish,18.9,7.68
2024-12-26,Castries,tuna,101.2,15.95
2024-12-26,Soufriere,snapper,96.4,9.75
2024-12-26,Soufriere,lobster,52.7,28.68
2024-12-26,Soufriere,kingfish,72.5,12.16
2024-12-26,Soufriere,mahi mahi,75.4,11.61
2024-12-26,Soufriere,lionfish,11.5,6.84
2024-12-26,Soufriere,tuna,128.8,15.26
2024-12-26,Kingstown,snapper,69.0,9.41
2024-12-26,Kingstown,lobster,33.3,32.14
2024-12-26,Kingstown,kingfish,70.4,12.25
2024-12-26,Kingstown,mahi mahi,77.0,12.42
2024-12-26,Kingstown,lionfish,11.8,5.58
2024-12-26,Kingstown,tuna,98.5,14.09
2024-12-26,Saint George's,snapper,101.4,9.68
2024-12-26,Saint George's,lobster,36.3,28.88
2024-12-26,Saint George's,kingfish,35.5,11.56
2024-12-26,Saint George's,mahi mahi,54.9,11.49
2024-12-26,Saint George's,lionfish,9.4,6.36
2024-12-26,Saint George's,tuna,106.1,14.29
2024-12-26,Roseau,snapper,65.5,7.46
2024-12-26,Roseau,lobster,29.5,29.47
2024-12-26,Roseau,kingfish,56.7,9.26
2024-12-26,Roseau,mahi mahi,95.8,14.53
2024-12-26,Roseau,lionfish,14.1,5.36
2024-12-26,Roseau,tuna,98.0,14.74
2024-12-26,Saint John's,snapper,101.0,7.93
2024-12-26,Saint John's,lobster,36.1,30.13
2024-12-26,Saint John's,kingfish,60.7,10.7
2024-12-26,Saint John's,mahi mahi,50.5,14.01
2024-12-26,Saint John's,lionfish,11.8,6.24
2024-12-26,Saint John's,tuna,62.1,13.55
2024-12-27,Castries,snapper,90.6,10.72
2024-12-27,Castries,lobster,25.7,31.25
2024-12-27,Castries,kingfish,54.9,10.09
2024-12-27,Castries,mahi mahi,82.8,11.39
2024-12-27,Castries,lionfish,16.7,6.54
2024-12-27,Castries,tuna,97.1,16.19
2024-12-27,Soufriere,snapper,61.6,7.83
2024-12-27,Soufriere,lobster,43.8,29.67
2024-12-27,Soufriere,kingfish,63.4,10.31
2024-12-27,Soufriere,mahi mahi,84.7,11.81
2024-12-27,Soufriere,lionfish,13.6,7.31
2024-12-27,Soufriere,tuna,103.8,13.4
2024-12-27,Kingstown,snapper,99.8,9.44
2024-12-27,Kingstown,lobster,36.5,29.66
2024-12-27,Kingstown,kingfish,74.5,10.83
2024-12-27,Kingstown,mahi mahi,81.2,13.01
2024-12-27,Kingstown,lionfish,4.8,3.3
2024-12-27,Kingstown,tuna,130.5,14.11
2024-12-27,Saint George's,snapper,98.0,8.48
2024-12-27,Saint George's,lobster,33.6,31.79
2024-12-27,Saint George's,kingfish,74.4,10.67
2024-12-27,Saint George's,mahi mahi,92.4,10.35
2024-12-27,Saint George's,lionfish,8.9,4.81
2024-12-27,Saint George's,tuna,145.0,15.47
2024-12-27,Roseau,snapper,54.4,9.77
2024-12-27,Roseau,lobster,32.1,31.01
2024-12-27,Roseau,kingfish,47.2,12.57
2024-12-27,Roseau,mahi mahi,52.9,11.98
