destination,lead_time_days,nights,guests,channel,rate_usd,is_cancelled
San Juan,27,5,1,booking,254.74,1
Montego Bay,17,3,2,direct,223.5,0
Nassau,55,8,1,direct,331.1,0
Punta Cana,142,2,1,direct,136.17,1
Nassau,44,1,3,booking,195.36,0
Nassau,13,5,3,expedia,274.65,0
Providenciales,15,2,1,direct,300.27,0
Castries,67,1,2,booking,236.4,0
Punta Cana,43,3,2,expedia,231.65,0
Negril,29,6,1,direct,182.53,0
Punta Cana,77,6,1,booking,197.47,1
Montego Bay,19,5,1,direct,180.58,0
Punta Cana,73,7,1,booking,141.05,1
Grand Cayman,38,5,2,booking,397.4,0
Grand Cayman,14,4,1,booking,407.09,0
Grand Cayman,82,3,3,booking,434.66,0
Montego Bay,67,6,2,booking,157.54,0
San Juan,135,6,4,direct,257.51,1
Montego Bay,52,3,2,booking,197.55,0
Grand Cayman,23,4,1,agent,431.89,0
Nassau,19,4,1,booking,310.08,1
Providenciales,47,7,2,booking,315.03,0
Montego Bay,8,6,1,direct,232.42,0
Providenciales,74,7,2,direct,365.57,0
Negril,86,5,2,booking,140.9,0
Providenciales,92,3,2,booking,353.84,1
Negril,62,3,4,direct,249.41,0
Aruba,41,4,2,direct,318.82,0
Aruba,82,6,3,booking,329.78,0
San Juan,207,7,1,booking,238.83,0
Providenciales,135,2,2,booking,322.53,0
Punta Cana,82,3,3,booking,106.32,0
Castries,96,3,1,expedia,330.81,1
Bridgetown,30,5,2,booking,262.36,0
Bridgetown,24,8,1,booking,269.98,0
Castries,31,4,1,expedia,154.75,0
Nassau,62,7,2,direct,214.09,0
Punta Cana,15,6,2,direct,224.22,0
Montego Bay,18,2,3,direct,297.64,0
San Juan,28,3,2,booking,296.15,0
Nassau,29,10,3,direct,233.16,0
Punta Cana,66,3,1,booking,203.37,0
Castries,12,4,2,booking,272.5,0
Nassau,8,3,1,booking,337.69,1
Negril,93,6,1,booking,211.56,0
Bridgetown,57,5,2,direct,337.5,0
Montego Bay,74,9,3,direct,238.7,0
Negril,75,3,2,direct,252.03,0
Castries,73,4,1,direct,325.57,0
Negril,62,6,1,expedia,223.72,0
Grand Cayman,150,6,3,direct,413.97,0
Aruba,56,4,1,booking,327.61,0
Grand Cayman,44,8,3,booking,378.79,0
Grand Cayman,26,6,2,booking,346.86,0
Punta Cana,7,8,1,agent,164.33,0
Castries,59,1,4,booking,229.16,1
Punta Cana,138,5,1,expedia,198.09,0
Aruba,89,4,2,direct,311.55,0
Grand Cayman,36,7,3,booking,393.91,0
Aruba,42,8,2,booking,289.58,0
Providenciales,75,5,1,expedia,374.5,0
Punta Cana,90,8,3,booking,220.99,0
Nassau,42,3,2,direct,298.86,0
Bridgetown,135,2,2,expedia,323.13,0
Aruba,21,5,3,agent,307.22,0
Montego Bay,24,6,1,booking,181.79,0
San Juan,42,2,1,booking,261.31,1
Providenciales,29,1,2,booking,334.29,0
San Juan,51,3,3,booking,256.22,0
Providenciales,60,7,1,booking,396.02,1
Providenciales,91,3,1,direct,358.93,0
Punta Cana,68,5,1,direct,231.68,0
Aruba,50,4,1,agent,360.72,0
Aruba,34,8,3,booking,337.54,0
Montego Bay,42,8,2,agent,161.31,1
Grand Cayman,76,6,2,booking,375.73,0
Aruba,19,5,2,direct,279.74,0
Punta Cana,27,9,1,expedia,206.66,0
Nassau,35,8,1,booking,332.57,0
Grand Cayman,42,6,2,booking,387.08,0
Providenciales,76,1,1,agent,386.1,0
Aruba,211,4,1,booking,306.28,1
Nassau,194,4,1,direct,318.84,1
Providenciales,67,2,2,direct,357.21,0
San Juan,24,5,2,booking,262.49,0
Castries,77,5,3,booking,269.12,0
Punta Cana,68,4,1,booking,134.74,0
Grand Cayman,27,2,3,expedia,378.77,0
Montego Bay,124,5,1,booking,302.8,1
Castries,29,6,1,booking,257.97,0
Punta Cana,27,6,2,booking,97.04,1
Providenciales,48,7,1,direct,396.91,0
Punta Cana,13,5,2,booking,250.79,1
Aruba,33,3,2,expedia,329.59,0
Punta Cana,36,2,3,agent,165.55,0
Nassau,75,4,1,direct,325.95,1
Providenciales,83,7,2,booking,418.88,0
Providenciales,46,2,1,booking,351.23,0
Castries,21,6,2,direct,253.63,0
Montego Bay,67,3,1,booking,133.19,0
Bridgetown,39,5,2,expedia,285.61,1
Providenciales,80,3,1,expedia,378.79,0
Aruba,58,1,2,direct,316.21,0
San Juan,83,5,1,direct,297.06,0
Grand Cayman,80,4,2,agent,389.61,0
San Juan,67,5,3,expedia,241.78,0
Nassau,64,6,2,booking,289.13,0
Castries,48,7,1,direct,243.04,0
Nassau,59,6,3,booking,319.44,1
Montego Bay,15,3,1,direct,162.93,0
Aruba,116,5,3,booking,285.28,1
Castries,51,1,1,direct,243.19,0
Providenciales,7,4,1,direct,390.38,0
Punta Cana,32,7,1,direct,217.92,0
Punta Cana,24,7,1,direct,163.49,0
Nassau,34,6,2,booking,279.44,0
Nassau,28,6,1,booking,327.54,1
San Juan,31,7,2,expedia,276.93,1
Bridgetown,25,4,3,direct,284.77,0
Negril,28,6,2,booking,207.44,0
Nassau,46,3,1,direct,240.35,0
Bridgetown,45,3,2,agent,258.34,0
Grand Cayman,102,4,1,expedia,390.96,1
Punta Cana,88,5,1,booking,201.21,0
San Juan,40,4,2,expedia,293.64,1
Grand Cayman,86,4,2,booking,359.11,0
Montego Bay,9,5,1,expedia,163.04,0
Montego Bay,31,7,1,agent,176.54,0
Castries,20,2,1,expedia,282.02,0
Punta Cana,99,8,1,expedia,222.14,0
Providenciales,52,6,3,expedia,358.22,0
Bridgetown,32,6,1,booking,236.3,0
Castries,94,1,2,booking,261.8,1
Montego Bay,51,8,3,direct,297.58,0
Castries,32,8,1,expedia,290.19,0
Aruba,18,4,1,booking,312.66,0
Negril,78,5,2,booking,234.77,0
Aruba,20,5,2,booking,307.08,0
Negril,124,5,1,expedia,196.46,0
Montego Bay,19,3,3,booking,186.87,0
Grand Cayman,49,7,2,agent,332.91,0
Castries,53,6,1,booking,289.66,0
Negril,75,3,2,expedia,285.06,0
Negril,44,2,3,booking,145.35,1
Bridgetown,6,4,2,expedia,333.78,0
Negril,45,6,1,direct,188.19,0
San Juan,64,3,1,direct,227.32,0
Providenciales,52,5,1,agent,346.95,0
Grand Cayman,77,5,1,booking,371.82,0
Negril,36,3,1,booking,152.3,1
Castries,28,5,3,direct,264.54,0
Negril,103,4,1,agent,200.33,0
Grand Cayman,26,3,2,booking,399.1,0
Punta Cana,17,5,3,direct,145.67,0
Aruba,79,5,1,direct,316.2,0
Negril,140,6,1,booking,211.25,1
Providenciales,70,6,1,direct,336.27,0
Bridgetown,115,6,1,booking,286.02,0
Negril,3,8,4,expedia,104.28,0
Negril,65,4,2,direct,292.14,0
Providenciales,22,5,3,booking,388.71,1
Nassau,133,5,1,booking,388.06,1
Castries,7,7,1,expedia,245.62,0
Negril,98,4,2,expedia,191.13,1
Bridgetown,21,2,1,direct,294.34,0
Nassau,36,4,1,booking,361.15,0
Grand Cayman,52,4,1,agent,317.86,0
Providenciales,39,5,1,agent,291.14,0
Montego Bay,35,1,1,booking,190.03,0
Punta Cana,38,6,2,booking,155.24,1
Providenciales,143,7,1,booking,352.29,0
Nassau,37,4,2,direct,344.7,0
Grand Cayman,45,5,1,direct,360.39,0
Punta Cana,31,2,3,direct,193.02,0
Montego Bay,23,4,1,booking,180.61,0
Negril,91,2,1,booking,157.19,0
Montego Bay,30,3,1,booking,230.14,0
Grand Cayman,66,1,2,agent,355.72,0
Negril,39,1,2,direct,257.43,1
San Juan,35,5,3,agent,273.77,0
Grand Cayman,52,4,3,agent,361.99,0
Punta Cana,6,3,2,booking,202.3,0
Providenciales,36,5,1,direct,325.33,1
San Juan,71,1,3,direct,281.51,0
Negril,87,3,2,direct,192.25,0
Montego Bay,38,5,2,booking,260.1,0
Montego Bay,35,6,1,direct,200.39,0
Grand Cayman,29,4,2,booking,342.72,0
Aruba,80,2,1,expedia,330.4,0
Providenciales,132,10,1,booking,378.38,1
Montego Bay,9,5,3,agent,196.57,0
Aruba,18,5,4,booking,290.55,0
Castries,115,4,1,booking,293.16,0
San Juan,19,7,4,booking,203.9,0
Grand Cayman,62,5,2,direct,325.72,0
Negril,39,5,2,booking,159.83,1
Punta Cana,171,2,2,booking,223.49,0
Aruba,14,6,3,booking,275.43,1
Nassau,29,1,2,direct,315.66,0
Nassau,28,4,2,direct,328.84,0
Providenciales,140,5,2,expedia,356.45,1
Aruba,116,6,3,booking,336.6,1
Providenciales,27,3,2,expedia,447.73,1
Nassau,19,8,2,booking,306.73,0
San Juan,30,5,2,booking,195.67,0
San Juan,8,5,2,agent,275.67,0
Grand Cayman,72,3,1,expedia,412.63,1
Providenciales,52,2,1,booking,400.77,0
Montego Bay,107,3,3,booking,224.89,0
Nassau,54,6,3,direct,258.53,0
San Juan,105,5,3,booking,291.9,0
Negril,46,8,3,direct,167.69,1
Grand Cayman,25,2,2,booking,379.35,1
Grand Cayman,104,1,4,booking,444.69,0
Montego Bay,22,2,1,booking,169.42,1
San Juan,125,4,1,expedia,327.37,1
Montego Bay,94,3,2,direct,225.0,0
Punta Cana,73,7,3,booking,152.12,0
Aruba,103,6,3,booking,317.64,1
Punta Cana,59,7,1,direct,164.16,0
Providenciales,75,3,3,direct,287.38,0
Nassau,57,7,1,booking,356.69,0
Punta Cana,27,8,2,direct,183.34,0
Aruba,34,4,1,booking,239.53,0
Providenciales,194,3,2,agent,274.25,0
Aruba,141,4,1,booking,253.69,1
Castries,54,4,3,booking,182.27,0
San Juan,33,7,3,booking,234.36,1
Bridgetown,36,4,2,booking,201.78,0
Grand Cayman,86,4,1,booking,384.92,0
Nassau,30,4,2,direct,167.64,0
Providenciales,101,6,1,expedia,336.69,0
Montego Bay,58,6,1,booking,241.53,1
Negril,63,3,2,expedia,218.67,0
Nassau,39,6,1,expedia,289.02,1
Punta Cana,22,9,3,direct,158.42,0
Montego Bay,31,5,1,booking,224.05,1
San Juan,133,9,2,agent,229.27,0
Grand Cayman,25,2,2,booking,319.52,1
San Juan,96,3,3,expedia,210.53,0
Providenciales,42,5,1,direct,319.58,0
Negril,45,5,2,booking,170.46,0
Aruba,27,4,2,direct,222.44,0
Negril,115,4,2,booking,147.32,0
Montego Bay,11,6,1,booking,227.01,0
Punta Cana,134,4,1,booking,150.29,0
Negril,114,7,3,booking,271.43,1
Castries,78,3,1,expedia,316.33,0
Providenciales,46,6,1,booking,305.05,0
Nassau,105,3,3,booking,254.58,1
Negril,69,1,2,booking,231.53,1
Castries,15,5,1,booking,330.43,0
Providenciales,43,1,1,booking,330.76,0
Providenciales,38,1,2,expedia,360.08,0
Montego Bay,16,5,1,direct,208.39,0
San Juan,78,4,1,booking,276.93,0
Nassau,72,7,3,booking,302.33,0
San Juan,83,10,4,booking,206.23,0
Punta Cana,120,3,1,booking,217.98,0
Nassau,88,4,2,expedia,284.69,0
Negril,26,8,2,direct,221.19,0
Bridgetown,28,3,4,agent,303.75,0
Negril,55,6,1,expedia,226.51,0
Providenciales,58,6,2,direct,373.72,0
Providenciales,19,6,1,booking,299.36,1
Montego Bay,142,5,2,booking,141.44,0
Providenciales,41,4,3,booking,336.53,0
Montego Bay,16,1,2,agent,195.32,0
Castries,21,3,2,expedia,281.85,0
Montego Bay,34,3,1,direct,253.41,0
Bridgetown,43,4,3,expedia,278.38,0
Bridgetown,133,1,2,agent,277.81,1
Castries,29,1,1,expedia,297.69,0
Nassau,24,1,3,direct,274.42,0
Nassau,17,4,2,booking,219.98,1
Nassau,56,3,1,booking,303.36,1
Grand Cayman,42,3,1,expedia,336.81,1
Punta Cana,4,4,3,expedia,213.99,0
Aruba,8,2,1,agent,369.06,0
Montego Bay,25,4,4,direct,228.23,0
Aruba,33,2,2,agent,286.8,0
Negril,79,8,1,direct,225.02,0
Negril,96,5,2,booking,173.58,0
Montego Bay,62,1,2,direct,255.64,0
Negril,68,5,2,direct,147.98,0
San Juan,34,3,3,booking,234.41,0
Bridgetown,172,3,1,expedia,294.0,1
San Juan,84,6,2,booking,272.1,0
Providenciales,39,5,2,direct,348.2,0
Aruba,14,5,4,booking,259.51,0
Bridgetown,17,5,1,agent,308.56,0
Montego Bay,5,2,2,direct,249.51,0
Negril,114,8,1,direct,163.93,0
Negril,91,6,3,agent,174.54,0
Grand Cayman,14,5,1,expedia,429.06,1
San Juan,6,2,1,booking,254.77,0
Aruba,74,5,1,booking,336.92,0
Bridgetown,17,6,1,expedia,319.85,0
Providenciales,91,3,2,expedia,387.32,0
Nassau,46,3,2,booking,283.76,0
Providenciales,36,6,3,expedia,388.87,0
Bridgetown,102,6,2,direct,272.32,0
Punta Cana,54,4,4,booking,147.66,0
Providenciales,27,7,2,expedia,330.62,0
Negril,86,3,1,direct,206.44,0
Grand Cayman,61,2,1,booking,400.61,1
Castries,91,7,2,booking,264.66,0
San Juan,64,8,2,booking,296.74,0
Aruba,23,4,1,booking,381.98,0
Montego Bay,37,5,2,booking,270.26,0
Castries,13,3,1,expedia,312.67,0
Negril,87,5,2,agent,171.07,0
Montego Bay,47,2,1,expedia,219.19,0
Castries,18,4,3,booking,203.54,0
San Juan,111,5,1,booking,235.99,0
Providenciales,88,1,5,agent,343.49,0
Punta Cana,59,6,2,booking,240.47,1
Montego Bay,50,2,2,agent,146.06,0
Bridgetown,43,5,1,direct,270.43,0
Montego Bay,81,4,1,direct,239.54,1
Negril,175,5,2,agent,117.0,1
Nassau,44,6,2,expedia,316.82,0
Castries,103,7,1,direct,196.13,0
Nassau,1,3,2,direct,317.78,0
Punta Cana,44,7,2,booking,274.37,0
Negril,15,5,1,agent,152.57,0
Punta Cana,111,5,2,booking,174.35,0
Nassau,70,5,2,booking,229.1,0
Providenciales,105,6,2,direct,340.44,0
San Juan,45,8,2,booking,255.21,0
Grand Cayman,38,3,2,booking,357.85,0
Punta Cana,49,8,3,direct,141.63,0
San Juan,10,8,1,direct,190.97,0
Grand Cayman,91,5,1,booking,384.83,1
San Juan,48,7,1,expedia,201.38,0
Nassau,26,3,1,direct,286.84,0
Providenciales,16,7,2,direct,351.76,0
San Juan,47,5,2,booking,330.56,0
Negril,23,2,1,booking,165.13,0
Nassau,11,1,3,booking,377.18,0
Nassau,134,5,2,direct,253.45,0
Grand Cayman,8,5,3,expedia,421.15,0
Negril,61,5,1,direct,257.37,1
Punta Cana,29,4,1,agent,217.58,0
Castries,20,5,3,expedia,235.19,0
Bridgetown,42,4,3,booking,262.0,0
Montego Bay,139,5,2,direct,215.67,0
Negril,85,3,3,direct,181.57,0
Aruba,60,8,1,booking,264.49,0
Castries,170,3,1,booking,251.66,0
Grand Cayman,47,4,2,booking,311.12,1
Montego Bay,52,6,2,expedia,223.76,0
Aruba,141,1,3,expedia,346.98,0
Negril,72,6,2,direct,215.38,0
San Juan,59,3,4,expedia,214.13,0
Bridgetown,9,2,1,booking,277.19,0
Aruba,80,6,5,booking,336.5,0
Providenciales,58,8,1,booking,336.63,1
Grand Cayman,74,5,1,booking,310.58,0
Grand Cayman,41,5,3,booking,282.77,1
San Juan,17,5,2,booking,220.38,0
San Juan,28,5,1,direct,280.87,1
Aruba,131,4,1,booking,304.49,0
Providenciales,94,7,3,agent,361.46,0
Castries,51,7,1,direct,263.23,0
San Juan,20,4,3,expedia,277.13,0
Nassau,42,1,3,expedia,294.18,1
San Juan,24,4,1,booking,212.56,0
Montego Bay,240,3,2,agent,148.4,0
Montego Bay,17,4,1,direct,227.29,0
Castries,31,5,3,expedia,250.22,0
Aruba,46,2,4,booking,387.32,0
Negril,39,3,1,direct,255.64,0
Castries,92,4,1,booking,210.89,1
Montego Bay,194,3,1,direct,220.39,0
Castries,48,9,2,booking,309.8,0
San Juan,54,7,3,booking,205.29,0
Providenciales,21,3,2,booking,391.47,0
Providenciales,127,5,2,booking,398.12,0
San Juan,14,4,1,booking,308.12,0
San Juan,67,2,2,booking,234.97,0
Aruba,104,1,2,agent,343.68,1
Aruba,52,1,4,booking,331.97,0
Castries,178,4,3,booking,271.68,0
Castries,55,5,4,direct,275.04,0
Bridgetown,69,2,3,booking,259.8,0
Aruba,59,7,4,booking,216.42,0
Montego Bay,95,1,2,booking,288.06,0
Punta Cana,114,4,1,direct,201.14,0
Castries,14,8,3,direct,220.3,0
Punta Cana,43,5,1,booking,163.13,1
San Juan,48,7,2,agent,313.3,0
Nassau,42,4,3,expedia,360.14,0
Grand Cayman,17,1,2,booking,443.4,0
Grand Cayman,67,3,1,booking,405.64,0
Punta Cana,43,4,2,direct,199.32,0
Montego Bay,33,4,2,expedia,193.94,1
Negril,31,5,1,direct,194.59,0
Castries,60,6,2,booking,258.83,0
Nassau,96,4,3,booking,271.78,1
Aruba,52,6,1,booking,334.25,1
Bridgetown,22,3,2,booking,232.8,0
Montego Bay,76,4,3,direct,168.44,0
Bridgetown,67,5,1,expedia,247.31,0
San Juan,31,4,1,booking,279.17,0
Castries,71,4,1,agent,212.99,0
San Juan,39,4,2,booking,291.55,0
San Juan,24,3,1,direct,300.15,1
Aruba,86,3,2,expedia,252.34,0
Castries,51,4,2,booking,237.74,0
Negril,72,6,1,direct,218.27,0
San Juan,33,5,1,expedia,280.15,0
Negril,21,4,3,expedia,244.59,0
Nassau,76,7,2,agent,299.27,0
Castries,19,1,3,agent,325.23,1
Providenciales,74,1,2,booking,391.29,1
Negril,82,6,2,expedia,217.1,1
Providenciales,47,6,2,booking,350.84,0
Aruba,88,6,2,agent,320.06,0
Grand Cayman,116,4,1,direct,349.87,0
Providenciales,61,5,1,direct,432.72,0
Grand Cayman,121,5,3,direct,387.68,0
San Juan,66,3,2,booking,183.53,0
San Juan,23,3,3,direct,288.44,0
Providenciales,65,5,3,expedia,379.92,0
Aruba,55,4,1,direct,368.53,0
Montego Bay,54,2,1,direct,204.93,0
Nassau,31,7,1,expedia,262.98,1
Negril,6,8,2,booking,217.8,0
Grand Cayman,77,3,2,booking,374.32,1
San Juan,105,7,3,direct,169.85,0
Providenciales,30,6,2,direct,322.09,0
Nassau,54,5,2,expedia,302.03,0
Grand Cayman,30,3,1,booking,331.49,0
Castries,144,2,2,booking,284.21,1
Grand Cayman,89,4,4,direct,405.46,0
Castries,52,7,1,expedia,272.72,0
Negril,46,3,2,booking,152.41,0
Castries,8,3,1,booking,311.87,1
Grand Cayman,19,5,2,direct,392.55,0
Providenciales,133,7,3,expedia,375.05,1
Providenciales,27,7,2,booking,417.14,1
Aruba,83,2,1,booking,330.96,0
Grand Cayman,80,4,1,booking,335.47,1
Nassau,31,7,1,booking,271.12,0
Punta Cana,58,4,1,direct,169.19,0
Bridgetown,45,6,1,booking,318.82,0
Castries,45,6,3,agent,207.2,0
Aruba,41,7,2,agent,295.63,0
Providenciales,39,4,2,expedia,378.48,0
Nassau,62,8,1,direct,229.15,0
Punta Cana,64,3,1,booking,185.82,0
Montego Bay,20,3,1,booking,199.56,0
Negril,63,6,1,expedia,212.55,0
Grand Cayman,66,6,3,expedia,392.64,0
San Juan,124,6,2,direct,263.85,0
Aruba,90,5,1,booking,352.75,0
Grand Cayman,31,6,4,agent,306.17,0
San Juan,20,6,2,booking,280.83,1
San Juan,33,4,1,booking,256.85,1
Montego Bay,74,5,1,direct,176.82,0
Nassau,12,6,3,agent,399.47,0
Castries,52,3,1,booking,214.81,0
Providenciales,28,3,1,expedia,408.07,0
Negril,132,3,1,direct,175.29,0
Punta Cana,36,6,2,agent,160.41,0
Providenciales,41,3,1,expedia,298.94,1
Montego Bay,113,4,3,expedia,285.82,1
Providenciales,136,4,1,direct,359.13,1
Negril,66,1,1,expedia,211.55,0
San Juan,56,5,4,direct,164.62,0
Aruba,61,5,1,expedia,411.65,0
Aruba,87,1,2,direct,377.43,0
Aruba,46,1,2,booking,333.87,1
Montego Bay,151,6,2,booking,239.39,0
San Juan,33,3,1,booking,266.63,0
Aruba,23,7,2,booking,323.18,0
Bridgetown,38,6,2,booking,320.85,0
Bridgetown,58,3,2,expedia,290.03,0
Castries,23,4,3,booking,230.03,0
Castries,93,6,1,agent,233.63,0
Negril,58,3,1,agent,243.88,0
Aruba,55,5,2,direct,302.04,0
Aruba,75,6,3,direct,274.47,0
Punta Cana,48,5,1,expedia,197.23,1
Castries,24,8,1,booking,151.98,1
Montego Bay,52,5,1,expedia,142.66,0
Montego Bay,101,3,3,booking,215.17,0
Montego Bay,52,6,1,booking,214.81,1
Castries,71,4,1,direct,302.88,0
Nassau,44,3,2,expedia,303.58,1
Aruba,192,2,3,direct,407.47,1
Castries,36,4,1,direct,258.02,0
Punta Cana,19,6,3,direct,195.8,0
Providenciales,12,6,1,direct,357.66,0
Grand Cayman,43,1,2,booking,330.2,0
Bridgetown,7,5,2,booking,242.32,1
Punta Cana,17,5,3,direct,204.61,0
Aruba,29,2,3,expedia,349.34,0
Providenciales,63,4,1,direct,286.49,0
Providenciales,64,2,2,agent,357.28,0
Negril,16,5,3,booking,142.06,1
Grand Cayman,139,5,2,direct,302.63,0
Negril,103,5,1,direct,228.18,1
Montego Bay,50,6,2,agent,273.08,0
San Juan,32,5,1,expedia,219.03,0
Montego Bay,14,6,2,expedia,214.53,0
Montego Bay,86,5,1,booking,198.24,0
Providenciales,38,5,1,booking,412.68,0
Nassau,12,2,3,direct,345.52,0
Castries,77,4,1,direct,235.42,0
Providenciales,15,6,1,booking,313.95,1
Nassau,19,3,2,booking,233.47,1
Castries,53,3,3,expedia,264.1,1
San Juan,104,5,3,expedia,320.75,1
Castries,100,4,1,expedia,301.27,1
Bridgetown,22,4,3,expedia,337.6,0
Aruba,46,2,1,booking,419.91,0
Aruba,73,10,2,agent,319.59,0
Nassau,45,2,2,direct,282.52,0
Nassau,107,5,2,booking,287.01,0
Grand Cayman,64,7,2,expedia,443.41,0
Nassau,5,2,3,booking,314.03,1
Punta Cana,54,5,2,booking,169.56,0
Nassau,57,4,1,agent,243.83,1
Providenciales,60,2,2,agent,402.94,1
Negril,15,3,2,booking,232.77,0
Bridgetown,103,1,1,booking,233.24,1
Aruba,15,3,1,booking,317.12,0
Bridgetown,41,6,3,direct,239.81,0
Negril,41,1,1,direct,169.56,0
Montego Bay,106,3,2,direct,280.38,0
Castries,4,4,4,direct,228.22,0
San Juan,37,5,2,agent,267.03,0
San Juan,85,7,1,direct,269.48,0
Castries,38,5,1,agent,270.04,0
Providenciales,53,2,2,booking,354.39,0
Grand Cayman,50,1,1,expedia,315.67,0
Montego Bay,55,6,2,direct,185.0,0
Punta Cana,50,6,2,direct,208.23,0
Negril,12,7,3,booking,245.36,0
Aruba,23,6,1,booking,336.79,0
Nassau,22,2,1,booking,362.91,0
Providenciales,22,5,2,booking,345.28,0
Nassau,72,7,2,booking,306.39,0
Negril,2,5,2,booking,209.35,0
Grand Cayman,144,4,1,booking,348.05,1
Punta Cana,110,1,2,booking,267.42,1
Aruba,83,7,4,agent,229.3,0
Aruba,66,3,2,direct,289.52,0
Negril,137,4,3,booking,188.22,0
San Juan,5,3,1,booking,308.84,0
San Juan,35,6,2,expedia,177.99,0
Montego Bay,48,1,2,agent,266.25,1
Montego Bay,36,4,1,booking,165.49,0
Aruba,91,7,1,direct,366.72,0
Providenciales,33,6,1,booking,326.51,0
Montego Bay,166,4,2,direct,207.96,0
San Juan,32,5,1,direct,246.03,0
Bridgetown,78,8,1,booking,282.6,0
Punta Cana,53,4,3,booking,232.34,0
Negril,61,6,3,direct,162.87,0
Providenciales,29,7,2,booking,324.75,0
Providenciales,5,8,3,expedia,332.02,0
San Juan,68,4,1,booking,214.2,0
Providenciales,51,2,1,direct,418.84,0
Nassau,64,4,1,booking,242.49,0
Nassau,43,3,2,booking,363.37,0
Nassau,35,4,2,booking,381.38,0
Punta Cana,21,4,2,booking,207.6,0
Bridgetown,87,5,2,expedia,311.77,0
Negril,22,9,2,direct,158.8,0
Nassau,105,7,2,direct,309.67,1
Providenciales,57,4,4,expedia,404.73,0
San Juan,50,2,3,booking,294.02,1
Grand Cayman,44,5,1,booking,386.9,0
Castries,51,3,2,booking,298.24,0
Bridgetown,21,5,3,agent,342.15,0
Grand Cayman,139,6,1,booking,340.49,1
Negril,97,3,1,booking,103.09,1
Punta Cana,45,4,2,direct,213.01,0
Bridgetown,22,5,3,agent,323.6,1
Aruba,93,5,1,booking,303.25,1
Bridgetown,37,4,1,expedia,306.58,1
Montego Bay,38,5,2,booking,242.02,0
San Juan,79,5,3,booking,203.37,0
San Juan,32,3,1,expedia,214.32,0
Montego Bay,61,5,1,booking,246.37,0
Nassau,94,7,1,booking,308.73,1
Negril,21,2,1,booking,183.38,0
Aruba,17,3,1,booking,367.87,0
Grand Cayman,37,4,4,agent,445.34,0
Grand Cayman,151,3,3,booking,392.35,1
Nassau,21,5,4,direct,262.91,0
Castries,33,6,2,booking,311.06,0
Grand Cayman,121,6,2,booking,392.58,1
Providenciales,53,3,3,direct,390.4,0
Providenciales,65,3,2,direct,313.98,0
Montego Bay,13,5,1,booking,203.6,1
San Juan,162,7,1,direct,191.75,0
Punta Cana,152,6,1,expedia,189.37,0
Negril,55,5,3,booking,159.4,1
Bridgetown,147,3,1,booking,299.09,1
Nassau,66,6,4,booking,322.22,1
Negril,35,5,3,expedia,266.95,0
Grand Cayman,78,3,3,expedia,348.07,0
Nassau,231,6,1,booking,253.0,1
Nassau,89,1,2,direct,284.0,0
San Juan,33,1,1,direct,197.3,0
Nassau,71,5,2,booking,238.86,0
Aruba,85,2,2,agent,295.02,0
Castries,151,7,1,booking,247.18,0
San Juan,61,2,1,direct,252.01,0
Bridgetown,17,5,2,booking,342.39,1
Bridgetown,142,7,1,agent,285.4,0
Negril,38,5,2,expedia,202.53,0
Providenciales,103,6,2,booking,348.07,0
Bridgetown,74,6,2,expedia,265.23,0
Punta Cana,25,2,1,booking,231.6,0
Montego Bay,52,3,2,direct,211.58,0
Castries,117,2,1,booking,217.34,1
Montego Bay,11,5,2,direct,169.25,0
Nassau,38,2,3,direct,326.22,0
Bridgetown,9,4,1,direct,226.59,1
Providenciales,15,2,2,booking,298.34,0
Bridgetown,21,4,4,direct,265.74,0
Castries,129,4,2,direct,213.61,0
Bridgetown,61,5,1,booking,301.63,0
Grand Cayman,116,7,2,booking,412.22,1
Aruba,119,8,3,booking,323.83,1
Castries,42,6,2,expedia,292.37,0
Providenciales,117,4,1,direct,363.46,0
Bridgetown,12,5,2,booking,318.61,0
Montego Bay,43,5,2,agent,235.77,0
Bridgetown,72,4,1,direct,253.15,0
Punta Cana,140,3,1,direct,166.33,0
Montego Bay,57,3,2,agent,130.07,0
Providenciales,11,8,2,booking,350.57,0
San Juan,31,4,3,booking,235.59,0
Punta Cana,168,3,2,direct,230.4,0
Negril,40,3,2,expedia,245.13,0
Castries,165,6,3,booking,246.82,0
Negril,114,3,1,expedia,182.18,1
Grand Cayman,45,6,2,direct,426.85,0
Grand Cayman,91,5,2,direct,479.16,1
Grand Cayman,70,3,1,agent,416.7,0
Grand Cayman,12,2,1,direct,305.44,0
Nassau,7,1,3,agent,263.09,0
Providenciales,20,1,2,expedia,367.01,0
Nassau,61,1,3,booking,377.62,1
Aruba,24,3,3,expedia,318.09,0
San Juan,2,4,1,agent,266.38,0
Castries,52,6,1,booking,281.72,0
Aruba,172,2,3,direct,338.63,0
Negril,84,2,3,direct,176.39,0
Montego Bay,146,3,4,expedia,239.73,0
Providenciales,15,5,2,agent,307.04,0
San Juan,99,6,3,direct,272.31,0
Castries,27,4,1,booking,242.52,0
Negril,58,3,1,booking,238.03,0
Montego Bay,69,6,1,booking,294.95,0
Montego Bay,20,5,2,booking,207.85,0
Punta Cana,9,3,2,direct,180.44,0
Negril,44,5,1,direct,214.3,0
Punta Cana,25,4,3,booking,173.6,1
Castries,92,5,1,booking,326.34,0
Providenciales,26,7,1,direct,370.01,1
Castries,34,4,3,booking,279.34,0
